소분류,바코드,제품명,제조사,유통기한,소비기한-유통기한
육류,8809377760188,숯불닭구이,주식회사 디딤,360,180.0
김치,8803601010490,동치미,(주)한성식품서산지점,28,180.0
김치,8801047585176,양반포기김치,(주)동원F&B,45,180.0
김치,8801047587293,맛김치,(주)동원F&B,28,180.0
묵,8809146731913,동부묵,(주)한울타리식품,15,0.0
육류,8809399880116,양념갈매기살,산과들에프엔씨,360,180.0
어묵,8809029030058,꾸이마루,삼진식품(주),12,3.0
김치,8809071460650,갓김치,영식품,90,180.0
어묵,8803573229388,어묵,(주)부산식품,10,3.0
육류,8802112000440,민속양념편육,(주)중앙식품,20,180.0
육류,8809407550024,돼지보쌈,국민푸드,30,180.0
육류,8809090570163,순대국거리,대성식품,40,180.0
육류,8809226810606,오리불고기,(주)씨지엠,10,180.0
어묵,8801242048612,삼호 부산어묵 종합,씨제이 씨푸드 주식회사,0,3.0
소시지,8809406030077,불고기후랑크,농업회사법인 킹스테이블(주),30,7.0
치즈,8801155643010,이태리안피자치즈,(주)동원F&B 수원공장,90,70.0
베이컨,8809013402847,이플러스베이컨,에쓰푸드홀딩스 주식회사,25,0.0
김치,8803601010643,한성열무김치,(주)한성식품서산지점,45,180.0
육류,8809321270084,춘천닭갈비 조리용,(주)정미푸드,30,180.0
어묵,8809183070600,조림묵,해맑은 식품(주),15,3.0
묵,8809050810247,월매네청포묵,노고단식품,30,0.0
김치,8802547301020,총각김치,영농조합법인 아라김치,60,180.0
소시지,8802266006329,뉴른버그쉬네켄,(주)오뗄,40,7.0
묵,8809261140010,검은깨 올방개묵,(주)맑은해오름,10,0.0
김치,8803760000325,총각김치,신동식품(주),60,180.0
육류,8809331506869,화끈닭근위구이,주식회사 아워홈,30,180.0
육류,8809321270039,호야참숯날개바베큐,(주)정미푸드,25,180.0
육류,8809354270037,미니족,(주)참누리푸드시스템,60,180.0
햄,8809021759001,등심바베큐,(주)이푸드,60,7.0
육류,8809411051111,돼지양념갈비,주식회사 우보식품,15,180.0
소시지,8809354580099,참지음 치즈맛 후랑크,농업회사법인 행복주식회사,40,7.0
묵,8809050810117,월매네도토리묵,노고단식품,30,0.0
소시지,8809013403127,김치소시지,에쓰푸드홀딩스 주식회사,40,7.0
육류,8809089630045,전철우 LA소갈비,(주)하늘단 성서지점,7,180.0
어묵,8801066100251,순백사각,(주)사조대림,13,3.0
어묵,8801066150959,쫄깃한 약속 조림볶음용 봉,(주)사조대림,13,3.0
김치,8809334529308,유기농백김치,농업회사법인주식회사담채원,60,180.0
육류,8801492351449,IFF 순살정육,(주)하림,360,180.0
어묵,8801793072531,치즈어묵,(주)환공식품,15,3.0
육류,8809343350313,돼지왕구이용,(주)고향미트,15,180.0
두부,8809114612206,솥둠비,농업회사법인서문식품주식회사,15,90.0
육류,8809391150019,춘천닭갈비,춘천닭갈비영농조합법인,7,180.0
육류,8809347801125,꿀맛구이용갈비,농업회사법인 꿀맛나는세상 주식회사,15,180.0
어묵,8801066200227,야채돌이,(주)사조대림,10,3.0
어묵,8809025430128,부산을숙도어묵,(주)부산해정식품,11,3.0
햄,8809354310092,블루베리오리바베큐,장안푸드,45,7.0
김치,8809334527113,담채원 총각김치,농업회사법인주식회사담채원,90,180.0
김치,8802257066288,안가네 천년의맛 묵은지,농업회사법인(주)대광에프앤지,90,180.0
어묵,8801066490093,게맛살,(주)사조대림,25,3.0
육류,8809385943214,참프레 후라이드치킨,(주)참프레,270,180.0
어묵,8801066100824,어사또,(주)사조대림,12,3.0
김치,8803104908058,열무김치,한국농협김치조합공동사업법인충북지사,90,180.0
두부,8808330222862,뚜부,(주)오빌식품,20,90.0
어묵,8801066100510,천하장군,(주)사조대림,13,3.0
햄,8809230651134,덕궁합 오리 훈제바베큐,농업회사법인 (주)올참,40,7.0
어묵,8801066511088,크라비아,(주)사조대림,40,3.0
어묵,8809028891537,부산어묵목련,(주)서울식품,13,3.0
김치,8809416780023,깍두기,농업회사법인(유)해오름식품,150,180.0
묵,8808397021101,곤약누들,(주)대신물산,180,0.0
육류,8809021450328,구들장돼지불고기,구들장식품(주),10,180.0
햄,8809153711229,청미원델리로인햄,농업회사법인(주)청미원식품,30,7.0
육류,8809245290229,족발,주식회사 정일품,60,180.0
김치,8809334527236,담채원 열무김치,농업회사법인주식회사담채원,90,180.0
육류,8809344630155,오향족발,(주)토자연,60,180.0
육류,8809370980019,연탄직화고추장불고기,포만식품,365,180.0
소시지,8809369670327,후랑크소시지,(주)우와돈,20,7.0
햄,8807022000696,로스트햄,주식회사 태림에프웰,45,7.0
어묵,8801066150034,조기살 어묵,(주)사조대림,13,3.0
육류,8809411050183,돼지양념갈비,주식회사 우보식품,15,180.0
육류,8809353680004,통불닭발,(주)제이닷피,180,180.0
육류,8809411051562,무뼈양념닭발,주식회사 우보식품,15,180.0
어묵,8804006000079,야채맛어묵,(주)부산식품,13,3.0
어묵,8801066104051,조기어묵롤,(주)사조대림,12,3.0
어묵,8801066513259,김밥 愛(애) 쏘옥,(주)사조대림,40,3.0
어묵,8809022350283,감칠미,(주)대광에프앤씨,15,3.0
육류,8809411050527,오리고추장불고기,주식회사 우보식품,15,180.0
햄,8809226810873,족발훈제바베큐,(주)씨지엠,45,7.0
김치,8809186721615,열무김치,태영식품,31,180.0
어묵,8803767020074,참 진어묵,미도식품,1,3.0
소시지,8801077638903,천하짱,(주)진주햄,40,7.0
육류,8809347801040,한돈주물럭,농업회사법인 꿀맛나는세상 주식회사,15,180.0
육류,8809360450362,흰여울 한돈매콤 주물럭,흰여울푸드(주),20,180.0
소시지,8802266006374,매운맛소시지,(주)오뗄,40,7.0
소시지,8801077540107,비스카나페볼,(주)진주햄,30,7.0
어묵,8801066101593,이마트 야채어묵,(주)사조대림,12,3.0
김치,8803856000390,별미포기김치,(주)진보식품,30,180.0
두부,8809112992546,손두부,삼영식품,3,90.0
묵,8808397010013,대신해초곤약,(주)대신물산,180,0.0
어묵,8801066490079,게맛살,(주)사조대림,25,3.0
어묵,8801066500105,게맛살골드,(주)사조대림,25,3.0
육류,8809332735015,웰콕양념닭갈비(다리살),(주)현진,10,180.0
육류,8809062250239,닭발편육,참마음식품,40,180.0
김치,8809356100028,깍두기김치,농업회사법인(주)운림가,60,180.0
두부,8809355010021,유미원전두부(저온),아이디네이처(주),15,90.0
김치,8809334527212,담채원 열무김치,농업회사법인주식회사담채원,90,180.0
어묵,8803767020012,오징어 볼,미도식품,1,3.0
어묵,8809028892145,부산어묵목련,(주)서울식품,13,3.0
어묵,8809022350078,은말이,(주)대광에프앤씨,11,3.0
어묵,8801066500112,대림선맛살,(주)사조대림,25,3.0
김치,8809334529391,유기농백김치,농업회사법인주식회사담채원,60,180.0
육류,8809253770201,먹똥주물럭,햇잎푸드 제1공장,360,180.0
어묵,8801066104730,야채튀김어묵,(주)사조대림,13,3.0
육류,8809360450003,흰여울양념돈왕구이,흰여울푸드(주),20,180.0
김치,8809334527410,담채원 석박지,농업회사법인주식회사담채원,90,180.0
소시지,8809406030114,치즈맛 탱탱 후랑크,농업회사법인 킹스테이블(주),30,7.0
우유,8804434000047,유기농 성이시돌 목장 우유,농업회사법인 주식회사 제주우유,16,45.0
육류,8809321270190,호야 직화 참숯 순살바베큐 후레쉬,(주)정미푸드,30,180.0
묵,8809050810469,월매네도토리묵,노고단식품,30,0.0
어묵,8809013470105,튀김 생선 어묵,(주)부산가덕도식품,12,3.0
두부,8801491400513,예당두부(찌개용),(주)두솔,19,90.0
어묵,8801066151307,찐어묵매,(주)사조대림,25,3.0
육류,8801104240642,요플레 오리지널 마일드,(주)빙그레,18,180.0
김치,8809334529094,유기농포기김치,농업회사법인주식회사담채원,365,180.0
김치,8801047590309,동원양반포기김치,(주)동원F&B,35,180.0
어묵,8809183070556,몽,해맑은 식품(주),15,3.0
햄,8801492355904,뼈없는 허브 치킨,(주)하림,40,7.0
소시지,8809374860041,제주흑돼지 불고기맛소시지,농업회사법인주식회사제주돈육수출센터,40,7.0
어묵,8805184013318,야채맛어묵,(주)부산어묵,12,3.0
어묵,8803767028025,대묵,미도식품,10,3.0
김치,8809219950111,깍뚜기,인광식품,28,180.0
육류,8809321270398,달콤한 무뼈불닭발,(주)정미푸드,365,180.0
육류,8809360450027,흰여울양념돈왕구이,흰여울푸드(주),20,180.0
소시지,8801227124546,도이치모듬소시지,(주)사조오양 평택공장,270,7.0
육류,8809347800173,한돈주물럭,농업회사법인 꿀맛나는세상 주식회사,15,180.0
김치,8801047590170,양반맛김치,(주)동원F&B,45,180.0
소시지,8809406030039,살코기비엔나,농업회사법인 킹스테이블(주),30,7.0
육류,8809343350283,고추장LA돼지갈비,(주)고향미트,15,180.0
육류,8809355140117,양념닭발구이,(주)더고기,10,180.0
육류,8809360450416,흰여울 한돈왕구이,흰여울푸드(주),20,180.0
어묵,8801066511279,크라비아 후레쉬,(주)사조대림,270,3.0
김치,8803760000066,깍두기,신동식품(주),60,180.0
김치,8801047584032,양반 아삭 김치,(주)동원F&B,40,180.0
육류,8809347800791,양념소LA갈비,농업회사법인 꿀맛나는세상 주식회사,360,180.0
육류,8809411051043,돼지고추장불고기,주식회사 우보식품,15,180.0
소시지,8809013406081,크라카워,에쓰푸드홀딩스 주식회사,40,7.0
어묵,8803767038017,[냉동] 모듬 어묵,미도식품,600,3.0
육류,8809331503707,소갈비살 꼬치,주식회사 아워홈,360,180.0
어묵,8809183070020,마루,해맑은 식품(주),15,3.0
어묵,8804669200120,부산어묵,부산대원식품주식회사,13,3.0
어묵,8801066511064,크라비아롤,(주)사조대림,12,3.0
김치,8801766070816,수라상 포기김치,(주)삼진 지.에프,30,180.0
햄,8809226810361,양지수육,(주)씨지엠,45,7.0
어묵,8801066300927,부산어묵 꼬마네모,(주)사조대림,13,3.0
김치,8802257066349,안가네 천년의맛 포기김치,농업회사법인(주)대광에프앤지,90,180.0
우유,8801115555551,3651등급우유,서울우유협동조합 안산공장,12,45.0
소시지,8801492,하림비엔나,(주)하림,30,7.0
김치,8808051000091,총각김치,뉴미소팜,120,180.0
김치,8803601200068,맛김치,(주)한성식품서산지점,60,180.0
육류,8809288516010,순살 슬라이스 족발,주식회사 최강육수마누,60,180.0
햄,8809404180033,유황먹인오리훈제바베큐,(주)정다운 신성푸드,45,7.0
어묵,8804006000017,어묵,(주)부산식품,10,3.0
두부,8809352640092,하루에한모수제두부,다원푸드,247,90.0
육류,8809407960427,돈내장,(주)성빈식품,12,180.0
햄,8809344170064,훈제삼겹,명일축산영농조합,50,7.0
베이컨,8809369670181,훈제목살,(주)우와돈,20,0.0
두부,8809352640252,하루에한모맛두부,다원푸드,247,90.0
햄,8809276660077,산삼배양근함유 유황오리훈제,(주)부농농업회사법인,45,7.0
햄,8809331508443,훈제 닭가슴살,주식회사 아워홈,40,7.0
육류,8809230650120,오리양념불고기,농업회사법인 (주)올참,10,180.0
묵,8808397021026,실곤약,(주)대신물산,180,0.0
어묵,8809028892138,부산어묵목련,(주)서울식품,13,3.0
소시지,8809013402540,쿡살라미,에쓰푸드홀딩스 주식회사,45,7.0
어묵,8801066201057,대림선 볶음용어묵,(주)사조대림,13,3.0
우유,8801069917351,남양 맛있는 우유 GT,남양유업 주식회사 천안신공장,15,45.0
김치,8809216851213,석박지,도미솔식품,50,180.0
육류,8801492364586,슬림 통살 닭가슴살,(주)하림,365,180.0
햄,8809021759032,이푸드 훈제 닭가슴살,(주)이푸드,60,7.0
육류,8809411050404,소양념불고기,주식회사 우보식품,15,180.0
육류,8809270560076,뼈 없는 양념닭발(일명 무뼈 닭발),하나식품,360,180.0
어묵,8801066500266,게맛살큰잔치,(주)사조대림,40,3.0
소시지,8803784000172,화이트소시지,농업회사법인 (주)대경햄,40,7.0
육류,8809411050541,닭고추장불고기,주식회사 우보식품,15,180.0
어묵,8801066513211,김밥 愛(애) 쏘옥,(주)사조대림,40,3.0
우유,8801122001027,덴마크 무항생제우유,(주)동원F&B(에프앤비) 정읍공장,9,45.0
햄,8809013405091,삼겹바베큐,에쓰푸드(주),40,7.0
햄,8803051880384,참숯 훈연 오리훈제,(주)에이스푸드,50,7.0
묵,8809377380300,건강엔(n)진한 도토리묵,농업회사법인주식회사우리푸디스,4,0.0
김치,8803856000376,총각김치,(주)진보식품,60,180.0
육류,8809354310078,장안양념왕족,장안푸드,30,180.0
육류,8809347801200,아리랑닭고기,농업회사법인 꿀맛나는세상 주식회사,15,180.0
어묵,8801066151161,요리 종합어묵,(주)사조대림,13,3.0
육류,8809353230117,태양내장,(주)부경축산,15,180.0
김치,8809400550090,열우물나박김치,농업회사법인 이정 주식회사,360,180.0
육류,8809412450036,서진 양념불닭발,서진식품,365,180.0
두부,8809352640214,하루에한모맛두부,다원푸드,247,90.0
햄,8809021752019,훈제돈족,(주)이푸드,60,7.0
어묵,8801066310117,큐슈 사츠마아게 문어어묵,(주)사조대림,35,3.0
햄,8801492353481,하림 바베큐 버팔로윙,(주)하림,270,7.0
육류,8809366354039,백련초바베큐돼지막창,에스티푸드,360,180.0
어묵,8801066200098,실속종합어묵,(주)사조대림,13,3.0
햄,8809310770038,버드내 토종닭훈제,농업회사법인 버드내(주),40,7.0
어묵,8803404000087,어묵튀김(튀긴어묵),(주)효성어묵,12,3.0
어묵,8801066511019,크라비아,(주)사조대림,40,3.0
육류,8809353230124,태양내장,(주)부경축산,15,180.0
어묵,8801066106505,야채촌호박어묵,(주)사조대림,10,3.0
김치,8801024120222,종가집맛김치,대상(주)횡성공장,45,180.0
육류,8809383600348,양념오리불고기,(주)미소담은,13,180.0
어묵,8801066150751,100% 국내산 우엉을 넣어 만든 어묵,(주)사조대림,13,3.0
김치,8803601010049,한성포기김치,(주)한성식품서산지점,30,180.0
햄,8809365440023,벌꿀숙성 훈제오리 슬라이스,돈천지주식회사,45,7.0
육류,8809408680492,간장오리 양념불고기,유원푸드,110,180.0
베이컨,8809369670167,훈제삼겹,(주)우와돈,20,0.0
김치,8809334527076,담채원 포기김치,농업회사법인주식회사담채원,365,180.0
우유,880106922177,남양 맛있는 우유 GT,남양유업 주식회사 천안신공장,15,45.0
소시지,8809013406210,비프폴리쉬,에쓰푸드홀딩스 주식회사,40,7.0
김치,8803104000295,총각김치,한국농협김치조합공동사업법인충북지사,90,180.0
어묵,8801066203051,잡채어묵,(주)사조대림,25,3.0
어묵,8809028890097,부산어묵목련,(주)서울식품,13,3.0
두부,8809010581002,순두부,영농조합법인그린자연식품,15,90.0
햄,8809405820204,명품오리훈제바베큐,유진식품,45,7.0
어묵,8801066513426,크라비아,(주)사조대림,40,3.0
소시지,8809013406562,프랑크푸르터,에쓰푸드(주),60,7.0
김치,8801047587286,포기김치,(주)동원F&B,28,180.0
햄,8809405820280,흑마늘숙성오리훈제너비아니,유진식품,45,7.0
김치,8802127100289,맛김치,서안동농협풍산김치공장,180,180.0
소시지,8809013406319,뉴른베르거,에쓰푸드홀딩스 주식회사,40,7.0
어묵,8801793072548,우엉어묵,(주)환공식품,15,3.0
육류,8809411051227,돼지 양념 껍데기,주식회사 우보식품,15,180.0
육류,8809387160046,허니꼬치,(주)에프비씨(FBC),360,180.0
치즈,8809117020213,후레쉬 모짜렐라 치즈 / 냉동,(주)데어리젠,730,70.0
소시지,8809013403424,세블락소시지,에쓰푸드홀딩스 주식회사,40,7.0
육류,8809417710036,채담뜰소불고기,(주)한수식품,180,180.0
김치,8803856000321,포기김치,(주)진보식품,300,180.0
육류,8809411051050,돼지고추장불고기,주식회사 우보식품,15,180.0
육류,8809411050053,돼지양념불고기,주식회사 우보식품,15,180.0
어묵,8801066150393,요리가간편한국탕용어묵,(주)사조대림,13,3.0
베이컨,8807022000221,훈제삼겹살,주식회사 태림에프웰,360,0.0
육류,8809353680035,불닭발,(주)제이닷피,180,180.0
육류,8809411050213,돼지양념갈비,주식회사 우보식품,15,180.0
육류,8809360450324,흰여울 한돈왕구이,흰여울푸드(주),20,180.0
육류,8809353680011,불닭발,(주)제이닷피,180,180.0
어묵,8801066500247,대림선맛살,(주)사조대림,25,3.0
육류,8809360450058,흰여울양념돈왕구이,흰여울푸드(주),20,180.0
육류,8809399880086,제육볶음,산과들에프엔씨,360,180.0
김치,8801024163809,묵은지,대상(주)횡성공장,180,180.0
육류,8809411050466,오리고추장불고기,주식회사 우보식품,15,180.0
김치,8809334527175,담채원 총각김치,농업회사법인주식회사담채원,90,180.0
육류,8809331506630,부드러운 차슈스테이크,주식회사 아워홈,36,180.0
묵,8809050810230,월매네물밤묵,노고단식품,30,0.0
어묵,8803767013014,[냉동] 부산 구운어묵,미도식품,600,3.0
육류,8809411050497,오리고추장불고기,주식회사 우보식품,15,180.0
육류,8809362160009,닭갈비,광수유통,2,180.0
햄,8809365660056,모듬꼬지,(주)야미식스,720,7.0
육류,8809411050664,무뼈양념닭발,주식회사 우보식품,15,180.0
육류,8809248070187,상건오리갈비,(주)상건,180,180.0
육류,8809411051463,닭고추장불고기,주식회사 우보식품,15,180.0
소시지,8809388180043,엄마뽕잎수제소시지,농업회사법인 유한회사 뽕의도리,30,7.0
육류,8809227780175,삼겹깻잎말이,(주)토담푸드시스템,360,180.0
소시지,8801077663806,비스카나페볼,(주)진주햄,30,7.0
소시지,8801155201517,포너스딸기맛우유,(주)동원F&B 수원공장,8,7.0
햄,8809389820245,훈제오리바베큐슬라이스,영농조합법인 비엔푸드,45,7.0
김치,8809334527915,담채원 백김치,농업회사법인주식회사담채원,60,180.0
육류,8809331505398,돼지고기 꼬치,주식회사 아워홈,360,180.0
김치,8802127100708,맛김치,서안동농협풍산김치공장,180,180.0
김치,8802052000296,아름찬갓김치,한국농협김치조합공동사업법인 전남지사,45,180.0
김치,8801766053260,수라상 포기김치,(주)삼진 지.에프,30,180.0
어묵,8801242641769,씨제이 씨푸드 삼호부산어묵,씨제이 씨푸드 주식회사,0,3.0
김치,8803601001429,한성총각김치,(주)한성식품서산지점,30,180.0
소시지,8809369670006,화이트카레소시지,(주)우와돈,20,7.0
묵,8809050810056,월매네물밤묵,노고단식품,30,0.0
어묵,8801066150065,돔어묵 야채,(주)사조대림,12,3.0
김치,8809216851282,왕비포기김치,도미솔식품,120,180.0
묵,8809261140072,해오름우무묵,(주)맑은해오름,10,0.0
육류,8809138750731,무뼈불닭발,(주)제이엠푸드,45,180.0
우유,8801115111023,서울우유,서울우유협동조합 안산공장,12,45.0
육류,8809373690069,매운닭불고기,(주)케이씨에프,7,180.0
어묵,8809331506142,행복한맛남 갈치로만든 부산어묵 볼,(주)아워홈,13,3.0
육류,8809387160008,양념닭꼬치(데리야끼맛),(주)에프비씨(FBC),360,180.0
김치,8809334527724,담채원 맛김치,농업회사법인주식회사담채원,365,180.0
육류,8809227780007,닭산적,(주)토담푸드시스템,360,180.0
김치,8809334527434,담채원 석박지,농업회사법인주식회사담채원,90,180.0
육류,8809353230148,태양내장,(주)부경축산,15,180.0
햄,8809344170071,훈제삼겹,명일축산영농조합,50,7.0
소시지,8801077550502,신바로구이납작후랑크,(주)진주햄,40,7.0
육류,8809331500942,닭가슴살 꼬치,주식회사 아워홈,360,180.0
김치,8803104248321,맛김치,한국농협김치조합공동사업법인충북지사,90,180.0
김치,8803856000413,갓김치,(주)진보식품,90,180.0
소시지,8809369670334,비엔나소시지,(주)우와돈,20,7.0
두부,8809235610013,내가먹는통두부,(주)내먹,25,90.0
육류,8809106911010,춘천후레쉬닭갈비(순한맛),(주)우농식품,7,180.0
김치,8801047587378,백김치,(주)동원F&B,28,180.0
김치,8803601100139,한성포기김치,(주)한성식품서산지점,30,180.0
육류,8809360450133,흰여울양념 소LA갈비,흰여울푸드(주),20,180.0
육류,8809347801163,아리랑닭고기,농업회사법인 꿀맛나는세상 주식회사,15,180.0
김치,8809216851268,포기김치,도미솔식품,120,180.0
햄,8803051880353,흑마늘 숙성 웰빙 오리훈제,(주)에이스푸드,50,7.0
김치,8801316090011,햄볶음김치,농업회사법인 주식회사 한울,60,180.0
우유,8801104211994,빙그레 굿모닝 우유,(주)빙그레,16,45.0
김치,8801047590187,양반포기김치,(주)동원F&B,45,180.0
소시지,8809374860072,제주흑돼지 원너,농업회사법인주식회사제주돈육수출센터,40,7.0
김치,8809334527946,담채원 백김치,농업회사법인주식회사담채원,60,180.0
어묵,8805877888889,부산맛어묵(야채오뎅),목포대양식품조합,7,3.0
육류,8809331505596,아워홈 소불고기,주식회사 아워홈,360,180.0
어묵,8801066511002,크라비아,(주)사조대림,40,3.0
육류,8809153712790,콧구녕미니매운족발,농업회사법인(주)청미원식품,45,180.0
김치,8809216851299,특선겉절이,도미솔식품,50,180.0
햄,8809013404933,쿠겔,에쓰푸드(주),40,7.0
햄,8809013406609,코파,에쓰푸드(주),360,7.0
소시지,8809013403301,그릴소시지,에쓰푸드홀딩스 주식회사,40,7.0
육류,8809138750724,돼지오돌뼈,(주)제이엠푸드,360,180.0
육류,8809390910003,후라이드순살치킨(다리살),세 진,270,180.0
묵,8809031552142,맑은물에 우무,(주)맑은물에,4,0.0
김치,8809216851244,오이소박이,도미솔식품,50,180.0
소시지,8809013405251,이탈리안살라미,에쓰푸드홀딩스 주식회사,180,7.0
육류,8809371500025,양념닭발,코리아종합식품(주)가야지점,365,180.0
육류,8809411050534,오리고추장불고기,주식회사 우보식품,15,180.0
소시지,8809354580105,참지음 화이트 후랑크,농업회사법인 행복주식회사,40,7.0
두부,8809039530067,청도청정두부,주식회사 장원식품,15,90.0
김치,8809334527830,담채원 겉절이,농업회사법인주식회사담채원,60,180.0
묵,8802519313310,국수곤약,주식회사 동양식품,180,0.0
김치,8801766010225,감칠배기김치,(주)삼진 지.에프,45,180.0
육류,8809321300231,양념돈왕구이,(주)윤덕,10,180.0
어묵,8804006000123,어묵,(주)부산식품,10,3.0
김치,8809033410402,고들빼기김치,(주)콩세상,180,180.0
육류,8809106911027,춘천후레쉬닭갈비(매운맛),(주)우농식품,7,180.0
어묵,8801066310094,큐슈 사츠마아게 치즈어묵,(주)사조대림,35,3.0
김치,8801316122125,볶음김치,농업회사법인 주식회사 한울,60,180.0
햄,8809309820621,청산별덕 돈(豚)바베큐,주식회사 청산식품,40,7.0
육류,8809370980002,연탄직화불고기,포만식품,365,180.0
햄,8809404180019,유황먹인오리훈제바베큐,(주)정다운 신성푸드,45,7.0
햄,8809226810224,족발훈제바베큐,(주)씨지엠,45,7.0
어묵,8801066500216,게맛살,(주)사조대림,25,3.0
김치,8809033410419,돌산갓김치,(주)콩세상,180,180.0
육류,8809360450089,흰여울양념돈왕구이,흰여울푸드(주),20,180.0
소시지,8809013406685,비프스틱,에쓰푸드홀딩스 주식회사,90,7.0
김치,8809334527427,담채원 석박지,농업회사법인주식회사담채원,90,180.0
김치,8809334529063,유기농포기김치,농업회사법인주식회사담채원,365,180.0
치즈,8809117020206,후레쉬 모짜렐라 치즈 / 냉동,(주)데어리젠,730,70.0
김치,8809356100141,무생채,농업회사법인(주)운림가,30,180.0
소시지,8809013406494,살라미스틱,에쓰푸드홀딩스 주식회사,90,7.0
햄,8809021759049,훈제돈족,(주)이푸드,60,7.0
김치,8801024057405,매운 맛김치,대상(주)횡성공장,45,180.0
어묵,8809022350115,은말이,(주)대광에프앤씨,11,3.0
육류,8809354310085,장안양념왕족,장안푸드,30,180.0
김치,8801047587095,포기김치,(주)동원F&B,28,180.0
육류,8809391190077,꼬꼬롱다리,참 프레시 미트,60,180.0
우유,8804434000023,제주우유,농업회사법인 주식회사 제주우유,18,45.0
어묵,8801066200340,대림선 볶음용어묵,(주)사조대림,13,3.0
육류,8809366354022,백련초바베큐돼지막창,에스티푸드,360,180.0
소시지,8809373560232,치악산금돈내츄럴핫바,돼지문화원,40,7.0
육류,8809411051067,돼지고추장불고기,주식회사 우보식품,15,180.0
어묵,8801066301160,부산어묵 백두장사,(주)사조대림,13,3.0
육류,8809413850019,양념 소막창,옛날막창,180,180.0
어묵,8809183070129,맛동이,해맑은 식품(주),15,3.0
육류,8809347801378,곰곰 소곱창,농업회사법인 꿀맛나는세상 주식회사,360,180.0
햄,8809331500171,로즈마리 닭가슴살,주식회사 아워홈,40,7.0
김치,8809334527274,담채원 열무김치,농업회사법인주식회사담채원,90,180.0
묵,8808397021118,알알이곤약,(주)대신물산,180,0.0
김치,8809186721516,깻잎김치,태영식품,31,180.0
어묵,8801066150973,쫄깃한 약속 국탕용 종합,(주)사조대림,13,3.0
두부,8809021040109,강릉심해두부,(주)강릉심해두부,3,90.0
김치,8803601001191,맛김치,(주)한성식품서산지점,60,180.0
김치,8803104585839,깻잎김치,한국농협김치조합공동사업법인충북지사,90,180.0
김치,8803601001511,한성돌산갓김치,(주)한성식품서산지점,28,180.0
육류,8809245290236,편육,주식회사 정일품,60,180.0
육류,8809411050282,돼지 양념 껍데기,주식회사 우보식품,15,180.0
김치,8809334521005,담채원 포기김치,농업회사법인주식회사담채원,365,180.0
육류,8809218460192,양념돼지껍데기,(주)숲풀림식품,180,180.0
우유,8801121105801,에이 클래스 우유,매일유업(주)평택공장,20,45.0
햄,8809344170033,사보래편육,명일축산영농조합,30,7.0
육류,8809321270442,호야 춘천닭갈비 조리용,(주)정미푸드,365,180.0
김치,8805008111022,포기김치,(주)서농유통,45,180.0
소시지,8809013406715,이탈리안소시지,에쓰푸드홀딩스 주식회사,40,7.0
육류,8809357220275,참향원 볏짚초벌삼겹살,(주)엘리트,20,180.0
김치,8809334527601,담채원 오이김치,농업회사법인주식회사담채원,60,180.0
우유,8801052201306,청정원치즈맛소시지,대상델리하임 주식회사,40,45.0
김치,8809334529360,유기농백김치,농업회사법인주식회사담채원,60,180.0
육류,8809245290137,편육,주식회사 정일품,60,180.0
베이컨,8809021759063,이착한베이컨,(주)이푸드,360,0.0
육류,8801492364432,슬림 통살 닭가슴살,(주)하림,365,180.0
소시지,8809406030046,청양소시지,농업회사법인 킹스테이블(주),30,7.0
김치,8802052000289,아름찬고들빼기,한국농협김치조합공동사업법인 전남지사,28,180.0
햄,8809331504070,탄두리 닭가슴살,주식회사 아워홈,40,7.0
육류,8809411050398,소양념불고기,주식회사 우보식품,15,180.0
육류,8809209777056,M양념돈삼겹살구이,민들레푸드(주),10,180.0
육류,8809408150049,매운맛 돼지갈비찜,토리원,180,180.0
두부,8809062330023,가오순두부,합자회사가오연식품,15,90.0
김치,8809334527823,담채원 겉절이,농업회사법인주식회사담채원,60,180.0
육류,8809411051203,돼지 양념 껍데기,주식회사 우보식품,15,180.0
김치,8809417950098,총각김치(알타리),영농조합법인 성진,30,180.0
육류,8809411051234,돼지 양념 껍데기,주식회사 우보식품,15,180.0
육류,8809062253018,매콤닭고기,참마음식품,5,180.0
육류,8809371500056,양념돼지껍데기,코리아종합식품(주)가야지점,365,180.0
두부,8803150200526,우리콩연두부,농업회사법인 한그루 2공장(주),14,90.0
육류,8809347801514,꿀맛칼집,농업회사법인 꿀맛나는세상 주식회사,15,180.0
어묵,8801242044492,씨제이 씨푸드 삼호부산어묵,씨제이 씨푸드 주식회사,0,3.0
베이컨,8809013402823,페퍼베이컨,에쓰푸드홀딩스 주식회사,20,0.0
묵,8803150200427,국산 도토리묵,농업회사법인 한그루 2공장(주),30,0.0
소시지,8809013406364,킬바사,에쓰푸드홀딩스 주식회사,40,7.0
두부,8809352640054,하루에한모수제두부,다원푸드,247,90.0
어묵,8809331503776,아워홈 쫄깃하고 맛있는 부산어묵,(주)아워홈,13,3.0
김치,8809334529216,유기농석박지,농업회사법인주식회사담채원,90,180.0
김치,8803104852467,갓김치,한국농협김치조합공동사업법인충북지사,90,180.0
김치,8809187108835,여수돌산갓김치,(주) 거풍푸드,150,180.0
김치,8802127100869,열무김치,서안동농협풍산김치공장,60,180.0
우유,8804434001303,유기농자연그대로우유,농업회사법인 주식회사 제주우유,14,45.0
어묵,8801066104594,새참바,(주)사조대림,25,3.0
