제품명,바코드,유통기한,소분류,제조사
아워홈 쫄깃하고 맛있는 부산어묵,8809331503776.0,13,어묵,(주)아워홈
유기농석박지,8809334529216.0,90,김치,농업회사법인주식회사담채원
갓김치,8803104852467.0,90,김치,한국농협김치조합공동사업법인충북지사
여수돌산갓김치,8809187108835.0,150,김치,(주) 거풍푸드
열무김치,8802127100869.0,60,김치,서안동농협풍산김치공장
유기농자연그대로우유,8804434001303.0,14,우유,농업회사법인 주식회사 제주우유
새참바,8801066104594.0,25,어묵,(주)사조대림
훈제오리슬라이스,8809309820355.0,40,우유,주식회사 청산식품
컬러두부화이트,8809188991009.0,15,두부,주식회사 쏘이원
돼지왕구이용,8809343350344.0,15,육류,(주)고향미트
맛솜씨,8801066200814.0,10,어묵,(주)사조대림
도토리묵밥,8809146732200.0,15,묵,(주)한울타리식품
열무김치,8801047585640.0,28,김치,(주)동원F&B
양념오리주물럭,8809209777117.0,10,육류,민들레푸드(주)
사보래고추맛편육,8809344170040.0,30,햄,명일축산영농조합
밀큐,8801104210003.0,12,우유,(주)빙그레
배추김치,8809071460032.0,90,김치,영식품
담채원 맛김치,8809334527731.0,365,김치,농업회사법인주식회사담채원
깍두기,8803601000514.0,60,김치,(주)한성식품서산지점
한돈주물럭,8809347801002.0,15,육류,농업회사법인 꿀맛나는세상 주식회사
장비 왕소시지,8809295240069.0,90,소시지,신호식품
핫초리죠,8809013406098.0,40,소시지,에쓰푸드홀딩스 주식회사
씨크릿,8801066512016.0,40,어묵,(주)사조대림
뉴욕핫도그레귤러,8809013403813.0,40,소시지,에쓰푸드(주)
부산어묵미스월드,8801066301399.0,13,어묵,(주)사조대림
담채원 겉절이,8809334527892.0,60,김치,농업회사법인주식회사담채원
삼호어묵호박,8801242052046.0,13,어묵,씨제이 씨푸드 주식회사
크라비아,8801066490130.0,40,어묵,(주)사조대림
하림비엔나,8801492358356.0,30,소시지,(주)하림
청미원그릴소시지,8809153712837.0,30,소시지,농업회사법인(주)청미원식품
닭고추장불고기,8809411050572.0,15,육류,주식회사 우보식품
건강엔(n)진한 도토리묵,8809377380317.0,4,묵,농업회사법인주식회사우리푸디스
유기농백김치,8809334529353.0,60,김치,농업회사법인주식회사담채원
월매네물밤묵,8809050810414.0,30,묵,노고단식품
메밀묵,8809370010020.0,10,묵,삼천리식품
부산어묵 백두장사,8801066301191.0,13,어묵,(주)사조대림
포기김치,8803104122225.0,90,김치,한국농협김치조합공동사업법인충북지사
어묵,8804390000105.0,10,어묵,(주)부산식품
해오름올방개묵,8809261140065.0,10,묵,(주)맑은해오름
꿀맛돼지찜갈비,8809347801101.0,15,육류,농업회사법인 꿀맛나는세상 주식회사
대림선 해물어묵,8801066150157.0,10,어묵,(주)사조대림
월매네도토리묵,8809050810216.0,7,묵,노고단식품
부산어묵 마당놀이,8801066301122.0,13,어묵,(주)사조대림
수라상 포기김치,8801766050610.0,30,김치,(주)삼진 지.에프
포기김치,8809357600077.0,90,김치,주식회사 진미푸드지점
김밥 愛(애) 쏘옥,8801066513228.0,40,어묵,(주)사조대림
모듬소시지,8809013403745.0,30,소시지,에쓰푸드홀딩스 주식회사
종가집 태양초 포기김치,8801024944262.0,60,김치,대상(주)횡성공장
동부묵,8805554123517.0,18,묵,부광식품
삼겹깻잎말이,8809227780311.0,360,육류,(주)토담푸드시스템
양반포기김치,8801047586876.0,45,김치,(주)동원F&B
꼬꼬 꿀벅지,8809391190046.0,60,육류,참 프레시 미트
맛까리투,8809022350412.0,15,어묵,(주)대광에프앤씨
삼겹살 꼬치,8809331507330.0,360,육류,주식회사 아워홈
조림묵,8809183070594.0,15,어묵,해맑은 식품(주)
엔듀이,8809013406647.0,40,소시지,에쓰푸드홀딩스 주식회사
호야 직화 무뼈불닭발,8809321270275.0,25,육류,(주)정미푸드
서울우유피자치즈,8801115613053.0,90,치즈,서울우유협동조합 안산공장
부산고향어묵,8803040000052.0,11,어묵,(주)부산해정식품
도토리묵,8809221850416.0,7,묵,초당식품
한돈주물럭,8809347801392.0,15,육류,농업회사법인 꿀맛나는세상 주식회사
여수돌산갓김치,8809187108804.0,150,김치,(주) 거풍푸드
게맛살큰잔치,8801066500181.0,40,어묵,(주)사조대림
뚜부,8808330222886.0,20,두부,(주)오빌식품
담채원 포기김치,8809334527007.0,365,김치,농업회사법인주식회사담채원
오리고추장불고기,8809411050473.0,15,육류,주식회사 우보식품
하루에한모(포장),8809242552054.0,15,두부,(주)소이엔
엔듀이,8809013403431.0,40,소시지,에쓰푸드홀딩스 주식회사
담채원 오이김치,8809334527618.0,60,김치,농업회사법인주식회사담채원
햇잎구이,8809253770331.0,360,육류,햇잎푸드 제1공장
산들다온 솔잎삼겹,8809363090039.0,180,육류,(주)대명에프에스
달콤한 불닭발,8809321270053.0,365,육류,(주)정미푸드
맛(썰은)김치,8803104233334.0,90,김치,한국농협김치조합공동사업법인충북지사
도토리묵,8809146731708.0,15,묵,(주)한울타리식품
여수돌산갓김치,8809187108828.0,150,김치,(주) 거풍푸드
메이플베이컨,8809013402991.0,25,베이컨,에쓰푸드홀딩스 주식회사
호야 순살찜닭,8809321270435.0,365,육류,(주)정미푸드
와인숙성베이컨,8809391190008.0,360,베이컨,참 프레시 미트
메이플베이컨,8809013402953.0,25,베이컨,에쓰푸드홀딩스 주식회사
닭양념왕꼬치,8809062250123.0,5,육류,참마음식품
그릴소시지,8809013403318.0,40,소시지,에쓰푸드홀딩스 주식회사
두부는 나랑해,8809317150017.0,14,두부,주식회사베지나랑푸드
돼지 양념 껍데기,8809411050299.0,15,육류,주식회사 우보식품
안심 바베큐,8807022000702.0,45,햄,주식회사 태림에프웰
오이소박이,8803601000453.0,28,김치,(주)한성식품서산지점
도토리묵밥,8809146732309.0,15,묵,(주)한울타리식품
호야 춘천닭갈비 조리용,8809321270183.0,365,육류,(주)정미푸드
쏘비 불고기맛 소시지,8809295248003.0,20,소시지,신호식품
알타리김치,8803601010605.0,28,김치,(주)한성식품서산지점
브랙퍼스트,8809013406616.0,25,소시지,에쓰푸드홀딩스 주식회사
양념닭갈비,8801492330543.0,7,육류,(주)하림
돼지 양념 껍데기,8809411050275.0,15,육류,주식회사 우보식품
곤약,8808397003046.0,180,묵,(주)대신물산
양반맛김치,8801047585251.0,45,김치,(주)동원F&B
참지음 치즈맛 후랑크,8809354580013.0,40,소시지,농업회사법인 행복주식회사
참지음 마일드 후랑크,8809354580044.0,40,소시지,농업회사법인 행복주식회사
부추김치,8809356100134.0,30,김치,농업회사법인(주)운림가
양반맛김치,8801047590132.0,45,김치,(주)동원F&B
대림선 7가지 야채를 넣어 만든 어묵,8801066150164.0,13,어묵,(주)사조대림
포기김치,8802127100678.0,60,김치,서안동농협풍산김치공장
동원양반 총각김치,8801047590378.0,28,김치,(주)동원F&B
슈바빙부어스트,8809374860096.0,40,소시지,농업회사법인주식회사제주돈육수출센터
하루에한모맛두부,8809352640337.0,1,두부,다원푸드
오향편육,8809251123009.0,45,육류,(주)도야지식품
달구지 후라이드막창(돼지),8809366354336.0,360,육류,에스티푸드
크라비아,8801066511057.0,40,어묵,(주)사조대림
포기김치,8801047586845.0,28,김치,(주)동원F&B
참숯불구이살코기후랑크,8809022950247.0,30,소시지,(주)돈덴？코리아
돼지 양념 껍데기,8809411051258.0,15,육류,주식회사 우보식품
스모크소시지,8809013404179.0,60,소시지,에쓰푸드(주)
홍삼유황오리 훈제바베큐,8809353600132.0,45,햄,(주)산호푸드시스템
수제탕수육,8809399880123.0,270,육류,산과들에프엔씨
스모크치즈브랏,8809013404186.0,60,소시지,에쓰푸드(주)
그라나 파다노,2267898011503.0,360,치즈,주식회사 이딸꼬레
이마트베이컨,8809013407026.0,25,베이컨,에쓰푸드홀딩스 주식회사
하루에한모수제두부,8809352640009.0,1,두부,다원푸드
하나맛깔어묵,8807780021018.0,13,어묵,(주)하나식품
이마트 종합어묵,8801066101432.0,12,어묵,(주)사조대림
청포묵,8809146731920.0,15,묵,(주)한울타리식품
초이스엘 해파리냉채족발,8809344630414.0,60,육류,(주)토자연
대림선 비엔나,8801066014077.0,35,소시지,(주)사조대림
요리가 간편한 어묵,8801066100275.0,13,어묵,(주)사조대림
돼지양념갈비,8809411050251.0,15,육류,주식회사 우보식품
동그랑땡,8801242047530.0,90,소시지,씨제이씨푸드(주)
고성해양심층수두부,8809269980014.0,10,두부,고성해양심층수두부
새참바,8801066104525.0,25,어묵,(주)사조대림
동그랑땡,8801242054002.0,90,소시지,씨제이씨푸드(주)
맛김치,8803104001315.0,90,김치,한국농협김치조합공동사업법인충북지사
부산어묵목련,8809028890080.0,13,어묵,(주)서울식품
돼지양념갈비,8809411050244.0,15,육류,주식회사 우보식품
부산어묵(요리튀김어묵),8809025430210.0,11,어묵,(주)부산해정식품
메이플베이컨,8809013404193.0,25,베이컨,에쓰푸드홀딩스 주식회사
배추김치,8809071460018.0,90,김치,영식품
꿀맛칼집,8809347800937.0,15,육류,농업회사법인 꿀맛나는세상 주식회사
양념소불고기,8809321300132.0,10,육류,(주)윤덕
다파라돼지갈비,8809367050015.0,270,육류,(주)다파라미트
먹똥구이,8809253770478.0,360,육류,햇잎푸드 제1공장
머리고기,8809090570156.0,40,육류,대성식품
유기농 성이시돌 목장 저지방 우유,8804434000078.0,16,우유,농업회사법인 주식회사 제주우유
흑임자매운맛소시지,8807022000337.0,35,소시지,주식회사 태림에프웰
초림메밀묵,8809293030181.0,12,묵,초림단지묵
유기농 성이시돌 목장 저지방 우유,8804434000061.0,16,우유,농업회사법인 주식회사 제주우유
피자핫도그,8809013406142.0,40,소시지,에쓰푸드홀딩스 주식회사
정품삼계탕,8809356738894.0,10,육류,정품푸드
소고기 꼬치,8809331506937.0,360,육류,주식회사 아워홈
흰여울 한돈매콤 주물럭,8809360450348.0,20,육류,흰여울푸드(주)
마늘후랑크,8809406030084.0,30,소시지,농업회사법인 킹스테이블(주)
선우어묵 백송,8803453500583.0,12,어묵,(주)새난
오향족발사태,8809153712899.0,180,육류,농업회사법인(주)청미원식품
염주골 순두부,8809141880012.0,7,두부,염주골두부
버드내 오리훈제,8809310770090.0,50,햄,농업회사법인 버드내(주)
담채원 포기김치,8809334527045.0,365,김치,농업회사법인주식회사담채원
덕궁합 오리 훈제바베큐,8809230651141.0,40,햄,농업회사법인 (주)올참
햇잎구이,8809253770218.0,360,육류,햇잎푸드 제1공장
뼈없는양념닭발,8809127024003.0,720,육류,(주)오도푸드서비스
썸머소시지,8809013406067.0,40,소시지,에쓰푸드홀딩스 주식회사
웰콕양념닭갈비(다리살),8809332735022.0,10,육류,(주)현진
무뼈양념닭발,8809411051555.0,15,육류,주식회사 우보식품
오리고추장불고기,8803051880360.0,365,육류,(주)에이스푸드
깻잎어묵,8809183071119.0,15,어묵,해맑은 식품(주)
담채원 맛김치,8809334527755.0,365,김치,농업회사법인주식회사담채원
제일좋은어묵 담백한맛,8801066150911.0,13,어묵,(주)사조대림
행복한맛남 갈치로만든 부산어묵 종합,8809331506326.0,13,어묵,(주)아워홈
크라비아,8801066511026.0,40,어묵,(주)사조대림
양념닭다리살주물럭,8809209777230.0,10,육류,민들레푸드(주)
갓김치,8809356100042.0,90,김치,농업회사법인(주)운림가
꿀맛칼집,8809347800074.0,15,육류,농업회사법인 꿀맛나는세상 주식회사
몽,8809183070525.0,15,어묵,해맑은 식품(주)
웰빙팝석박지,8805008111077.0,28,김치,(주)서농유통
양념곱창볶음,8809355140179.0,10,육류,(주)더고기
담채원 백김치,8809334527922.0,60,김치,농업회사법인주식회사담채원
쫄깃한 약속 조림볶음용 사각,8801066150942.0,13,어묵,(주)사조대림
치악산금돈네츄럴소시지돈불고기맛,8809373560058.0,40,소시지,돼지문화원
존쿡스모크브랏,8809013406357.0,0,소시지,에쓰푸드홀딩스 주식회사
꿀맛나는소불고기,8809347801347.0,15,육류,농업회사법인 꿀맛나는세상 주식회사
(한우)양념불고기,8809369050006.0,10,육류,(주)미앤미
오이김치,8809216851237.0,50,김치,도미솔식품
담채원 백김치,8809334527984.0,60,김치,농업회사법인주식회사담채원
선종합 1000,8801066200036.0,13,어묵,(주)사조대림
순한맛 소갈비찜,8809408150056.0,180,육류,토리원
소양념불고기,8809411051302.0,15,육류,주식회사 우보식품
고들빼기김치,8802127100104.0,180,김치,서안동농협풍산김치공장
무뼈양념닭발,8809411050688.0,15,육류,주식회사 우보식품
전철우의 항아리 갈비,8809089630007.0,7,육류,(주)하늘단 성서지점
소양념불고기,8809411051340.0,15,육류,주식회사 우보식품
총각김치,8801926216306.0,60,김치,(주)도들샘
IFF 가슴살스테이크,8801492351425.0,360,육류,(주)하림
정성원 두부,8809188151489.0,14,두부,파아란식품
동그랑땡,8801242047318.0,90,소시지,씨제이씨푸드(주)
바다속콩이야기 순두부,8809051713059.0,10,두부,설악식품
유황먹인오리훈제바베큐,8809180491293.0,30,햄,(주)컨츄리식품
마늘후랑크,8809406030152.0,30,소시지,농업회사법인 킹스테이블(주)
편육,8809245290199.0,60,육류,주식회사 정일품
어묵 속 맛살김,8803767020043.0,1,어묵,미도식품
쌍트소시지,8809013406159.0,40,소시지,에쓰푸드홀딩스 주식회사
돼지양념갈비,8809411050268.0,15,육류,주식회사 우보식품
닭양념왕꼬치,8809062250208.0,5,육류,참마음식품
백김치,8809356100103.0,80,김치,운림가
델리프랑크,8809013403110.0,40,소시지,에쓰푸드홀딩스 주식회사
건강엔(n)진한 도토리묵,8809377380324.0,4,묵,농업회사법인주식회사우리푸디스
부산어묵목련,8809028890103.0,13,어묵,(주)서울식품
핫스파이시윙,8801492355058.0,270,햄,(주)하림
꿀꼬치(불꼬치맛),8809387160015.0,360,육류,(주)에프비씨(FBC)
고급 매운 사각어묵 야채맛,8803767020098.0,1,어묵,미도식품
닭고추장불고기,8809411050565.0,15,육류,주식회사 우보식품
대림선 비엔나,8801066014091.0,35,소시지,(주)사조대림
부산어묵 마당놀이,8801066301108.0,13,어묵,(주)사조대림
하루에한모수제두부,8809352640016.0,1,두부,다원푸드
오리불고기,8809226810705.0,10,육류,(주)씨지엠
이마트 꼬치어묵,8801066101456.0,12,어묵,(주)사조대림
대구강촌막창,8809407850025.0,360,육류,강촌막창
동원 싱싱맛살,8801047513179.0,50,어묵,(주)동원F＆B
닭새송이,8809227780373.0,360,육류,(주)토담푸드시스템
페파맛스모크소시지,8809013403455.0,40,소시지,에쓰푸드홀딩스 주식회사
